4544,15364,3196,61232,34,171,65325,88,15936,1196,62192,65241,63,65136
4372,15408,2956,61280,260,398,65270,72,15908,1140,62192,65281,359,64966
4124,15676,2740,61280,221,519,65365,65304,16112,1140,62208,65209,444,65110
3940,15580,2496,61232,1111,206,64512,64892,15988,1220,62224,65107,238,63793
3596,15756,2448,61264,65490,64877,64673,64728,15748,1652,62240,64907,64681,64679
3320,15812,1496,62736,24,208,0,64104,15908,996,64448,65317,127,65272
3228,15896,1364,62704,65532,356,65433,63892,15992,1108,64416,65197,238,65284
3284,15960,1328,62704,65495,245,65366,64068,15860,1284,64432,65199,135,65261
3460,15748,1580,62768,65499,189,65435,63940,15896,1120,64432,65269,96,65256
3452,15784,1768,62752,10,161,65343,64060,15836,1128,64416,65232,84,65186
3608,15816,1528,62720,65486,180,65384,64108,15852,1144,64448,65212,115,65270
3468,15948,1632,62720,67,311,65374,64152,15828,1100,64432,65139,236,65172
3360,15900,1616,62720,56,217,65329,64048,16020,1208,64400,65221,138,65124
3560,15964,1480,62752,65365,216,65424,64132,15972,1044,64432,65162,91,65357
3456,15824,1648,62720,26,244,65339,64140,15976,1024,64432,65190,156,65188
3636,15772,1772,62736,56,158,65365,64288,15816,1140,64416,65308,104,65097
3612,15764,1624,62736,65511,162,65412,64400,16004,952,64464,65254,80,65175
3552,15888,1676,62736,26,185,65417,64244,16008,924,64448,65236,85,65207
3540,15788,1592,62704,65524,277,65360,64244,15960,1020,64416,65231,158,65238
3604,15848,1556,62720,65513,261,65379,64268,15996,1096,64432,65170,138,65226
3604,15860,1704,62720,24,261,65438,64324,15892,1012,64448,65289,143,65238
3704,15764,1792,62720,65485,219,65400,64328,15936,1092,64432,65230,96,65310
3552,15780,1752,62720,65497,290,65209,64520,16072,1040,64448,65074,212,65135
3584,15848,1632,62736,65493,165,65333,64264,15900,1212,64400,65168,41,65216
3648,15816,1636,62768,16,313,65229,64396,16020,1080,64432,65113,190,65125
3788,15804,1812,62736,65498,141,65430,64400,15916,1064,64416,65263,87,65199
3696,15692,1616,62752,15,288,65306,64460,15828,1028,64416,65183,188,65101
3636,15816,1624,62752,65520,210,65424,64220,16036,1036,64448,65159,94,65234
3540,15784,1732,62752,12,237,65290,64424,15868,1236,64400,65132,146,65129
3544,15776,1644,62752,65439,197,65358,64376,16080,856,64432,65194,108,65270
3444,15940,1720,62736,130,450,65323,64188,15908,988,64432,65199,367,65166
3608,15912,1656,62752,65503,146,65370,64228,16060,1164,64448,65188,21,65230
3612,15836,1628,62720,96,357,65341,64196,16028,1220,64448,65206,286,65189
3604,15920,1784,62720,65470,294,65381,64128,16016,1064,64464,65204,174,65278
3672,15732,1636,62720,65507,194,65489,64248,15936,916,64416,65301,88,65279
3516,15760,1820,62752,35,198,65341,64324,15960,1224,64416,65158,128,65228
3644,15836,1768,62704,136,213,65320,64156,16136,1120,64464,65201,121,65094